Id,title,description,link,price,brand,condition,image_link,gtin,shipping,product_type,google_product_category,color,size,mpn,"age group",gender,availability,c:druse:boolean,item_group_id
GR1096,"Delrin Cap for Shubb Capo","Delrin Cap for Shubb Capo",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/581/s/delrin-cap-for-shubb-capo/,0.83,SHUBB,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1096.jpg,700682002018,,simple,,,,,,,"In stock",,
GR1097,"Rubber Sleeve for Shubb Capo","Rubber Sleeve for Shubb Capo",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/582/s/rubber-sleeve-for-shubb-capo/,0.83,SHUBB,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1097.jpg,700682001028,,simple,,,,,,,"In stock",,
GR1098A,"7inch Bongo Skin for GR1744","7inch Bongo Skin for GR1744",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/583/s/7inch-bongo-skin-for-gr1744/,7.46,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1098a.jpg,5051293016983,,simple,,,,,,,"In stock",,
GR1098B,"8.5inch Bongo Skin for GR1744","8.5inch Bongo Skin for GR1744",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/584/s/8-5inch-bongo-skin-for-gr1744/,8.29,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1098b.jpg,5051293016990,,simple,,,,,,,"In stock",,
GR1099C,"6.5inch Bongo Skin for GR1743","6.5inch Bongo Skin for GR1743",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/585/s/6-5inch-bongo-skin-for-gr1743/,5.79,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1099c.jpg,5051293017003,,simple,,,,,,,"In stock",,
GR1099D,"7.5inch Bongo Skin for GR1743","7.5inch Bongo Skin for GR1743",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/586/s/7-5inch-bongo-skin-for-gr1743/,6.63,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1099d.jpg,5051293017010,,simple,,,,,,,"In stock",,
GR1501,"Atlas Drum Kit","Atlas Drum Kit",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/587/s/atlas-drum-kit/,249.96,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1501.jpg,5051293012916,,simple,,,,,,,"In stock",,
GR1560,"Atlas Snare Drum Stand","Atlas Snare Drum Stand",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/588/s/atlas-snare-drum-stand/,33.33,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1560.jpg,5051293014750,,simple,,,,,,,"In stock",,
GR1561,"Atlas Cymbal Stand","Atlas Cymbal Stand",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/589/s/atlas-cymbal-stand/,33.33,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1561.jpg,5051293014767,,simple,,,,,,,"In stock",,
GR1562,"Atlas Cymbal Boom Stand","Atlas Cymbal Boom Stand",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/590/s/atlas-cymbal-boom-stand/,36.63,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1562.jpg,5051293014774,,simple,,,,,,,"In stock",,
GR1563,"Atlas Hi-Hat Stand","Atlas Hi-Hat Stand",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/591/s/atlas-hi-hat-stand/,34.96,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1563.jpg,5051293014781,,simple,,,,,,,"In stock",,
GR1564,"Atlas Standard Drum Throne","Atlas Standard Drum Throne",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/592/s/atlas-standard-drum-throne/,29.16,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1564.jpg,5051293014798,,simple,,,,,,,"In stock",,
GR1565,"Atlas Deluxe Drum Throne","Atlas Deluxe Drum Throne",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/593/s/atlas-deluxe-drum-throne/,49.99,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1565.jpg,5051293014804,,simple,,,,,,,"In stock",,
GR1566,"Atlas Standard Drum Pedal","Atlas Standard Drum Pedal",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/594/s/atlas-standard-drum-pedal/,28.29,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1566.jpg,5051293014811,,simple,,,,,,,"In stock",,
GR1567,"Atlas Deluxe Drum Pedal","Atlas Deluxe Drum Pedal",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/595/s/atlas-deluxe-drum-pedal/,41.66,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1567.jpg,5051293014828,,simple,,,,,,,"Out of stock",,
GR1568,"Atlas Double Drum Pedal","Atlas Double Drum Pedal",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/596/s/atlas-double-drum-pedal/,77.46,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1568.jpg,5051293014835,,simple,,,,,,,"Out of stock",,
GR1569,"Athletic Drum Throne","Athletic Drum Throne",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/597/s/athletic-drum-throne/,41.63,ATHLETIC,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1569.jpg,5051293015139,,simple,,,,,,,"In stock",,
GR1590,"Atlas Drum Maple Sticks 5A tip","Atlas Drum Maple Sticks 5A tip",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/598/s/atlas-drum-maple-sticks-5a-tip/,2.46,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1590.jpg,5051293009572,,simple,,,,,,,"In stock",,
GR1591,"Atlas Maple Drum Sticks 5B tip","Atlas Maple Drum Sticks 5B tip",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/599/s/atlas-maple-drum-sticks-5b-tip/,2.46,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1591.jpg,5051293013104,,simple,,,,,,,"In stock",,
GR1592,"Atlas Maple Drum Sticks 7A tip","Atlas Maple Drum Sticks 7A tip",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/600/s/atlas-maple-drum-sticks-7a-tip/,2.46,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1592.jpg,5051293013111,,simple,,,,,,,"In stock",,
GR1593,"Atlas Maple Drum Sticks Jazz","Atlas Maple Drum Sticks Jazz",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/601/s/atlas-maple-drum-sticks-jazz/,2.46,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1593.jpg,5051293013128,,simple,,,,,,,"In stock",,
GR1594K,"Atlas Black Drum Sticks 5A","Atlas Black Drum Sticks 5A",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/602/s/atlas-black-drum-sticks-5a/,2.46,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1594k.jpg,5051293013135,,simple,,,,,,,"Out of stock",,
GR1594R,"Atlas Red Drum Sticks 5A","Atlas Red Drum Sticks 5A",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/603/s/atlas-red-drum-sticks-5a/,2.46,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1594r.jpg,5051293013142,,simple,,,,,,,"In stock",,
GR1596,"Atlas Drum Stick Bag","Atlas Drum Stick Bag",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/604/s/atlas-drum-stick-bag/,10.79,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1596.jpg,5051293015092,,simple,,,,,,,"In stock",,
GR1597,"Atlas Cymbal Bag","Atlas Cymbal Bag",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/605/s/atlas-cymbal-bag/,41.63,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1597.jpg,5051293015108,,simple,,,,,,,"In stock",,
GR1600,"Glenluce 16inch Bodhran","Glenluce 16inch Bodhran",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/606/s/glenluce-16inch-bodhran/,32.5,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1600.jpg,5051293001194,,simple,,,,,,,"In stock",,
GR1603,"Glenluce 18inch Bodhran","Glenluce 18inch Bodhran",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/607/s/glenluce-18inch-bodhran/,40.83,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1603.jpg,5051293001200,,simple,,,,,,,"In stock",,
GR1607,"Glenluce deluxe 18inch Tuneable","Glenluce deluxe 18inch Tuneable",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/608/s/glenluce-deluxe-18inch-tuneable/,90.83,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1607.jpg,5051293001224,,simple,,,,,,,"In stock",,
GR1609,"Glenluce deep 16inch Tuneable","Glenluce deep 16inch Tuneable",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/609/s/glenluce-deep-16inch-tuneable/,115.83,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1609.jpg,5051293001231,,simple,,,,,,,"In stock",,
GR1614,"Glenluce 14inch Tuneable Bodhran","Glenluce 14inch Tuneable Bodhran",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/610/s/glenluce-14inch-tuneable-bodhran/,43.33,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1614.jpg,5051293001248,,simple,,,,,,,"In stock",,
GR1616,"Glenluce 16inch Tuneable Bodhran","Glenluce 16inch Tuneable Bodhran",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/611/s/glenluce-16inch-tuneable-bodhran/,49.17,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1616.jpg,5051293001255,,simple,,,,,,,"In stock",,
GR1638,"Vignoles 16inch Bodhran, tuneable","Vignoles 16inch Bodhran, tuneable",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/612/s/vignoles-16inch-bodhran-tuneable/,187.5,VIGNOLES,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1638.jpg,5051293018710,,simple,,,,,,,"Out of stock",,
GR1652,"Walton Pro 16 Bodhran Tuneable","Walton Pro 16 Bodhran Tuneable",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/613/s/walton-pro-16-bodhran-tuneable/,112.5,WALTONS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1652.jpg,5390731030458,,simple,,,,,,,"In stock",,
GR1655,"Waltons 15inch Bodhran","Waltons 15inch Bodhran",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/614/s/waltons-15inch-bodhran/,49.17,WALTONS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1655.jpg,5390731031745,,simple,,,,,,,"In stock",,
GR1656,"Waltons 18inch Bodhran","Waltons 18inch Bodhran",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/615/s/waltons-18inch-bodhran/,55.83,WALTONS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1656.jpg,5390731031769,,simple,,,,,,,"In stock",,
GR1657A,"Waltons Bodhran Skellig Design","Waltons Bodhran Skellig Design",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/616/s/waltons-bodhran-skellig-design/,60,WALTONS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1657a.jpg,5390731032032,,simple,,,,,,,"In stock",,
GR1657C,"Waltons Celtic Cross Bodhran","Waltons Celtic Cross Bodhran",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/617/s/waltons-celtic-cross-bodhran/,60,WALTONS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1657c.jpg,5390731031653,,simple,,,,,,,"In stock",,
GR1659,"Waltons 16inch Pro Bodhran","Waltons 16inch Pro Bodhran",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/618/s/waltons-16inch-pro-bodhran/,65.83,WALTONS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1659.jpg,5390731030205,,simple,,,,,,,"Out of stock",,
GR1687,"Standard 16inch Bodhran Bag, Deep","Standard 16inch Bodhran Bag, Deep",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/619/s/standard-16inch-bodhran-bag-deep/,12.46,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1687.jpg,5051293016266,,simple,,,,,,,"In stock",,
GR1688,"Waltons Conditioning Cream","Waltons Conditioning Cream",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/620/s/waltons-conditioning-cream/,8.29,WALTONS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1688.jpg,5390731031158,,simple,,,,,,,"In stock",,
GR1689,"Standard 16inch Bodhran Bag","Standard 16inch Bodhran Bag",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/621/s/standard-16inch-bodhran-bag/,10.79,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1689.jpg,5051293013203,,simple,,,,,,,"In stock",,
GR1690,"Deluxe 16inch Bodhran Bag","Deluxe 16inch Bodhran Bag",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/622/s/deluxe-16inch-bodhran-bag/,15.79,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1690.jpg,5051293001316,,simple,,,,,,,"Out of stock",,
GR1691,"Standard 18inch Bodhran Bag","Standard 18inch Bodhran Bag",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/623/s/standard-18inch-bodhran-bag/,11.63,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1691.jpg,5051293015610,,simple,,,,,,,"In stock",,
GR1692,"Deluxe 18inch Bodhran Bag","Deluxe 18inch Bodhran Bag",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/624/s/deluxe-18inch-bodhran-bag/,17.46,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1692.jpg,5051293001323,,simple,,,,,,,"In stock",,
GR1693,"Glenluce Bodhran Brush, Double","Glenluce Bodhran Brush, Double",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/625/s/glenluce-bodhran-brush-double/,16.63,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1693.jpg,5051293001330,,simple,,,,,,,"Out of stock",,
GR1693A,"Glenluce Bodhran Brush, Single","Glenluce Bodhran Brush, Single",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/626/s/glenluce-bodhran-brush-single/,14.96,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1693a.jpg,5051293001347,,simple,,,,,,,"Out of stock",,
GR1693B,"Glenluce Bodhran Whacks","Glenluce Bodhran Whacks",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/627/s/glenluce-bodhran-whacks/,5.42,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1693b.jpg,5051293008575,,simple,,,,,,,"In stock",,
GR1694,"Glenluce 22inch Goat Vellum","Glenluce 22inch Goat Vellum",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/628/s/glenluce-22inch-goat-vellum/,16.63,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1694.jpg,5051293001354,,simple,,,,,,,"In stock",,
GR1694A,"Glenluce 20inch Goat Vellum","Glenluce 20inch Goat Vellum",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/629/s/glenluce-20inch-goat-vellum/,14.96,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1694a.jpg,5051293015115,,simple,,,,,,,"In stock",,
GR1694B,"Glenluce 18inch Goat Vellum","Glenluce 18inch Goat Vellum",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/630/s/glenluce-18inch-goat-vellum/,11.63,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1694b.jpg,5051293015122,,simple,,,,,,,"Out of stock",,
GR1695A,"Glenluce Cocuswood Beater","Glenluce Cocuswood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/631/s/glenluce-cocuswood-beater/,3.29,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1695a.jpg,5051293001361,,simple,,,,,,,"In stock",,
GR1695B,"Glenluce Cocuswood Beater","Glenluce Cocuswood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/632/s/glenluce-cocuswood-beater/,3.29,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1695b.jpg,5051293001378,,simple,,,,,,,"Out of stock",,
GR1695C,"Glenluce Cocuswood Beater","Glenluce Cocuswood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/633/s/glenluce-cocuswood-beater/,3.29,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1695c.jpg,5051293001385,,simple,,,,,,,"In stock",,
GR1695E,"Glenluce Cocuswood Beater","Glenluce Cocuswood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/634/s/glenluce-cocuswood-beater/,3.29,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1695e.jpg,5051293001408,,simple,,,,,,,"In stock",,
GR1696A,"Glenluce Rosewood Beater","Glenluce Rosewood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/635/s/glenluce-rosewood-beater/,4.13,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1696a.jpg,5051293001415,,simple,,,,,,,"In stock",,
GR1696B,"Glenluce Rosewood Beater","Glenluce Rosewood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/636/s/glenluce-rosewood-beater/,4.13,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1696b.jpg,5051293001422,,simple,,,,,,,"Out of stock",,
GR1696C,"Glenluce Rosewood Beater","Glenluce Rosewood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/637/s/glenluce-rosewood-beater/,4.13,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1696c.jpg,5051293001439,,simple,,,,,,,"Out of stock",,
GR1696E,"Glenluce Rosewood Beater","Glenluce Rosewood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/638/s/glenluce-rosewood-beater/,4.13,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1696e.jpg,5051293001453,,simple,,,,,,,"In stock",,
GR1698A,"Glenluce Blackwood Beater","Glenluce Blackwood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/639/s/glenluce-blackwood-beater/,7.46,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1698a.jpg,5051293001477,,simple,,,,,,,"Out of stock",,
GR1698B,"Glenluce Blackwood Beater","Glenluce Blackwood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/640/s/glenluce-blackwood-beater/,7.46,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1698b.jpg,5051293001484,,simple,,,,,,,"Out of stock",,
GR1698C,"Glenluce Blackwood Beater","Glenluce Blackwood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/641/s/glenluce-blackwood-beater/,7.46,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1698c.jpg,5051293001491,,simple,,,,,,,"Out of stock",,
GR1698E,"Glenluce Blackwood Beater","Glenluce Blackwood Beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/642/s/glenluce-blackwood-beater/,7.46,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1698e.jpg,5051293001514,,simple,,,,,,,"In stock",,
GR1699,"Glenluce Leather ended beater","Glenluce Leather ended beater",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/643/s/glenluce-leather-ended-beater/,10.79,GLENLUCE,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1699.jpg,5051293001521,,simple,,,,,,,"In stock",,
GR1700B,"Katho Mini Cajon in Blue, 32cm","Katho Mini Cajon in Blue, 32cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/644/s/katho-mini-cajon-in-blue-32cm/,65.83,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1700b.jpg,5051293018215,,simple,,,,,,,"In stock",,
GR1700G,"Katho Mini Cajon in Green 32cm","Katho Mini Cajon in Green 32cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/645/s/katho-mini-cajon-in-green-32cm/,65.83,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1700g.jpg,5051293018222,,simple,,,,,,,"In stock",,
GR1700R,"Katho Mini Cajon in Red, 32cm","Katho Mini Cajon in Red, 32cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/646/s/katho-mini-cajon-in-red-32cm/,65.83,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1700r.jpg,5051293018239,,simple,,,,,,,"In stock",,
GR1702B,"Katho Kadete Cajon, Blue, 42cm","Katho Kadete Cajon, Blue, 42cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/647/s/katho-kadete-cajon-blue-42cm/,83.33,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1702b.jpg,5051293018246,,simple,,,,,,,"In stock",,
GR1702G,"Katho Kadete Cajon, Green 42cm","Katho Kadete Cajon, Green 42cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/648/s/katho-kadete-cajon-green-42cm/,83.33,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1702g.jpg,5051293018253,,simple,,,,,,,"In stock",,
GR1702R,"Katho Kadete Cajon, Red, 42cm","Katho Kadete Cajon, Red, 42cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/649/s/katho-kadete-cajon-red-42cm/,83.33,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1702r.jpg,5051293018260,,simple,,,,,,,"In stock",,
GR1703,"Katho Fiesta Cajon, 47cm","Katho Fiesta Cajon, 47cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/650/s/katho-fiesta-cajon-47cm/,83.29,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1703.jpg,5051293018277,,simple,,,,,,,"In stock",,
GR1704,"Katho Natural Cajon, 47cm","Katho Natural Cajon, 47cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/651/s/katho-natural-cajon-47cm/,140.83,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1704.jpg,5051293018284,,simple,,,,,,,"In stock",,
GR1706,"Katho Apache Cajon, 47cm","Katho Apache Cajon, 47cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/652/s/katho-apache-cajon-47cm/,332.5,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1706.jpg,5051293018291,,simple,,,,,,,"In stock",,
GR1707,"Katho wooden Konga drum, 48cm","Katho wooden Konga drum, 48cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/653/s/katho-wooden-konga-drum-48cm/,104.17,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1707.jpg,5051293018307,,simple,,,,,,,"In stock",,
GR1712,"Atlas Cajon with snares, 48cm","Atlas Cajon with snares, 48cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/654/s/atlas-cajon-with-snares-48cm/,90.83,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1712.jpg,5051293009275,,simple,,,,,,,"In stock",,
GR1713,"Atlas Cajon, Zebra Wood Plate","Atlas Cajon, Zebra Wood Plate",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/655/s/atlas-cajon-zebra-wood-plate/,99.17,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1713.jpg,5051293015733,,simple,,,,,,,"Out of stock",,
GR1714,"Katho Basik Cajon, 47cm tall","Katho Basik Cajon, 47cm tall",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/656/s/katho-basik-cajon-47cm-tall/,107.5,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1714.jpg,5051293011858,,simple,,,,,,,"In stock",,
GR1715,"Katho Rumba Cajon, 47cm tall","Katho Rumba Cajon, 47cm tall",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/657/s/katho-rumba-cajon-47cm-tall/,132.5,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1715.jpg,5051293011865,,simple,,,,,,,"In stock",,
GR1716,"Katho Calabo Cajon, Black 47cm","Katho Calabo Cajon, Black 47cm",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/658/s/katho-calabo-cajon-black-47cm/,207.5,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1716.jpg,5051293011872,,simple,,,,,,,"Out of stock",,
GR1719,"Katho Ebano Cajon, 47cm tall","Katho Ebano Cajon, 47cm tall",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/659/s/katho-ebano-cajon-47cm-tall/,182.5,KATHO,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1719.jpg,5051293011902,,simple,,,,,,,"Out of stock",,
GR1722,"Atlas Renaissance Drum 10 inch","Atlas Renaissance Drum 10 inch",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/660/s/atlas-renaissance-drum-10-inch/,82.5,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1722.jpg,5051293011759,,simple,,,,,,,"In stock",,
GR1723,"Atlas Renaissance Drum 13 inch","Atlas Renaissance Drum 13 inch",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/661/s/atlas-renaissance-drum-13-inch/,59.13,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1723.jpg,5051293011766,,simple,,,,,,,"Out of stock",,
GR1725,"Atlas 12inch Tabor Drum","Atlas 12inch Tabor Drum",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/662/s/atlas-12inch-tabor-drum/,82.5,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1725.jpg,5051293011803,,simple,,,,,,,"In stock",,
GR1734,"Atlas Medium Frame Drum","Atlas Medium Frame Drum",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/663/s/atlas-medium-frame-drum/,49.17,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1734.jpg,5051293014880,,simple,,,,,,,"In stock",,
GR1735,"Atlas Large Frame Drum","Atlas Large Frame Drum",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/664/s/atlas-large-frame-drum/,55.83,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1735.jpg,5051293014897,,simple,,,,,,,"In stock",,
GR1736,"Atlas Ocean Drum 41cm diameter","Atlas Ocean Drum 41cm diameter",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/665/s/atlas-ocean-drum-41cm-diameter/,29.17,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1736.jpg,5051293001538,,simple,,,,,,,"Out of stock",,
GR1737,"Atlas Painted Frame Drum","Atlas Painted Frame Drum",https://www.woodys-music.co.uk/index.php/catalog/product/view/id/666/s/atlas-painted-frame-drum/,55.83,ATLAS,New,http://www.woodys-music.co.uk/media/catalog/product/g/r/gr1737.jpg,5051293014903,,simple,,,,,,,"In stock",,
